File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	Biosample stage
ENCFF580OVY	bam	bam		alignments	hg19	ENCSR000EPY	DNase-seq	EFO:0002860	SK-N-MC	cell line	Homo sapiens											DNA						2011-05-04	ENCODE		see document		2	2_1							/files/ENCFF339YAS/	1365420602	ENCODE Processing Pipeline	56fdd42865fbb67a6a33bc80101b9733		https://www.encodeproject.org/files/ENCFF580OVY/@@download/ENCFF580OVY.bam				released	s3://encode-public/2017/09/05/ea45e220-e992-4632-960d-06f654b9ea89/ENCFF580OVY.bam	low read depth, low spot score			child_14_years
ENCFF365ABT	bam	bam		unfiltered alignments	hg19	ENCSR036VRV	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF326JUK/, /files/ENCFF174IBQ/, /files/ENCFF549HLL/	1304606727	ENCODE Processing Pipeline	c191ca95ba311b88b5683effddef5666		https://www.encodeproject.org/files/ENCFF365ABT/@@download/ENCFF365ABT.bam				released	s3://encode-public/2017/09/19/a8dbf9f6-61fc-453a-b82f-cff7b547df75/ENCFF365ABT.bam	low read depth			embryonic_107_days
ENCFF075HBU	bam	bam		alignments	hg19	ENCSR036VRV	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF365ABT/	1087118587	ENCODE Processing Pipeline	603b99120eeef76fe05cab00a8df36e8		https://www.encodeproject.org/files/ENCFF075HBU/@@download/ENCFF075HBU.bam				released	s3://encode-public/2017/09/19/8850f646-4311-4488-befd-377f11d52655/ENCFF075HBU.bam	low read depth			embryonic_107_days
ENCFF675OTJ	bam	bam		unfiltered alignments	hg19	ENCSR540PVZ	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF889RBT/, /files/ENCFF530YSE/, /files/ENCFF892SRC/, /files/ENCFF549HLL/	1643977454	ENCODE Processing Pipeline	94ebb1fd6a3ad2ea81de8fa53cd17b2f		https://www.encodeproject.org/files/ENCFF675OTJ/@@download/ENCFF675OTJ.bam				released	s3://encode-public/2017/09/19/3a94872e-29c2-462f-9687-55f680a8c353/ENCFF675OTJ.bam	low read depth, low spot score			embryonic_120_days
ENCFF417OTI	bam	bam		alignments	hg19	ENCSR540PVZ	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF675OTJ/	1268347150	ENCODE Processing Pipeline	c64086f8c02389937dfd3d9d1e6e18ce		https://www.encodeproject.org/files/ENCFF417OTI/@@download/ENCFF417OTI.bam				released	s3://encode-public/2017/09/19/e7f0af41-f000-444f-b9a7-1a73ef7bf74d/ENCFF417OTI.bam	low read depth, low spot score			embryonic_120_days
ENCFF051JJS	bam	bam		unfiltered alignments	hg19	ENCSR000EPS	DNase-seq	EFO:0005236	NT2/D1	cell line	Homo sapiens											DNA						2011-10-19	ENCODE		see document		1	1_1							/files/ENCFF001EDE/, /files/ENCFF001EDD/, /files/ENCFF549HLL/	2063518323	ENCODE Processing Pipeline	b1b8ec4be95f108ee2cc7034d5062413		https://www.encodeproject.org/files/ENCFF051JJS/@@download/ENCFF051JJS.bam				released	s3://encode-public/2017/09/05/f338cd42-5347-4a26-9e1a-1612f58a00dd/ENCFF051JJS.bam	low read depth, low spot score			unknown_22_years
ENCFF986EVT	bam	bam		unfiltered alignments	hg19	ENCSR000EPS	DNase-seq	EFO:0005236	NT2/D1	cell line	Homo sapiens											DNA						2011-10-19	ENCODE		see document		2	2_1							/files/ENCFF001EDS/, /files/ENCFF549HLL/	1334391701	ENCODE Processing Pipeline	1bae7027d37ac417e3bdfe992d133005		https://www.encodeproject.org/files/ENCFF986EVT/@@download/ENCFF986EVT.bam				released	s3://encode-public/2017/09/05/252baada-4c9d-4efe-8a32-3300baf10038/ENCFF986EVT.bam	low read depth, low spot score			unknown_22_years
ENCFF943FLQ	bam	bam		alignments	hg19	ENCSR000EPS	DNase-seq	EFO:0005236	NT2/D1	cell line	Homo sapiens											DNA						2011-10-19	ENCODE		see document		1	1_1							/files/ENCFF051JJS/	1587508106	ENCODE Processing Pipeline	d77981cc3b1e1df0f95ad03904c938f2		https://www.encodeproject.org/files/ENCFF943FLQ/@@download/ENCFF943FLQ.bam				released	s3://encode-public/2017/09/05/6fd8365e-b2ca-4088-8070-ef698445e7e4/ENCFF943FLQ.bam	low read depth, low spot score			unknown_22_years
ENCFF108AWA	bam	bam		alignments	hg19	ENCSR000EPS	DNase-seq	EFO:0005236	NT2/D1	cell line	Homo sapiens											DNA						2011-10-19	ENCODE		see document		2	2_1							/files/ENCFF986EVT/	1034433888	ENCODE Processing Pipeline	1613af3b2a7f60dfa503d38f16ae9b9c		https://www.encodeproject.org/files/ENCFF108AWA/@@download/ENCFF108AWA.bam				released	s3://encode-public/2017/09/05/31990d92-3a46-4bd5-9dcf-93d64f019858/ENCFF108AWA.bam	low read depth, low spot score			unknown_22_years
ENCFF726INH	bam	bam		unfiltered alignments	hg19	ENCSR000EMI	DNase-seq	EFO:0001099	Caco-2	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001CQX/, /files/ENCFF549HLL/	3088904395	ENCODE Processing Pipeline	898393e220dc8c0b1f1e3353a589b42a		https://www.encodeproject.org/files/ENCFF726INH/@@download/ENCFF726INH.bam				released	s3://encode-public/2017/09/05/9427e5a0-ae08-4e0c-83ef-b7ef15c6a1fc/ENCFF726INH.bam	low read depth			adult_72_years
ENCFF135IIO	bam	bam		unfiltered alignments	hg19	ENCSR000EMI	DNase-seq	EFO:0001099	Caco-2	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001CQK/, /files/ENCFF549HLL/	1348599032	ENCODE Processing Pipeline	5fb95ea7bfc08a5ff32e1dd582bf1eda		https://www.encodeproject.org/files/ENCFF135IIO/@@download/ENCFF135IIO.bam				released	s3://encode-public/2017/09/05/89ea1f40-18ec-4ad3-aa0d-70930fd29103/ENCFF135IIO.bam	low read depth			adult_72_years
ENCFF423SSW	bam	bam		alignments	hg19	ENCSR000EMI	DNase-seq	EFO:0001099	Caco-2	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF726INH/	1258955858	ENCODE Processing Pipeline	d3fb327f27b54bd985527e90c754682c		https://www.encodeproject.org/files/ENCFF423SSW/@@download/ENCFF423SSW.bam				released	s3://encode-public/2017/09/05/3431f671-a5ee-4bb0-a63c-e758469f9eb9/ENCFF423SSW.bam	low read depth			adult_72_years
ENCFF119EJO	bam	bam		alignments	hg19	ENCSR000EMI	DNase-seq	EFO:0001099	Caco-2	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF135IIO/	1051416512	ENCODE Processing Pipeline	0d4a8836c76cc6bc18628432014f80e2		https://www.encodeproject.org/files/ENCFF119EJO/@@download/ENCFF119EJO.bam				released	s3://encode-public/2017/09/05/2006ee74-9836-4e3d-ad33-0bc03ab9b51d/ENCFF119EJO.bam	low read depth			adult_72_years
ENCFF206ZHY	bam	bam		unfiltered alignments	hg19	ENCSR000EPZ	DNase-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour								DNA						2010-12-14	ENCODE		see document		1	1_1							/files/ENCFF001CGM/, /files/ENCFF549HLL/	7898807016	ENCODE Processing Pipeline	5cc8b953a9c1e9a977bd8635e83ea598		https://www.encodeproject.org/files/ENCFF206ZHY/@@download/ENCFF206ZHY.bam				released	s3://encode-public/2017/09/27/775b8300-eb90-4a51-8254-978559010fb4/ENCFF206ZHY.bam	low read depth	insufficient read length		child_4_years
ENCFF318NIH	bam	bam		alignments	hg19	ENCSR000EPZ	DNase-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour								DNA						2010-12-14	ENCODE		see document		1	1_1							/files/ENCFF206ZHY/	6066742122	ENCODE Processing Pipeline	e6e23d5aeea04faa822c3f6ed575f19b		https://www.encodeproject.org/files/ENCFF318NIH/@@download/ENCFF318NIH.bam				released	s3://encode-public/2017/09/27/8fe675cb-f8c5-41f2-9e7f-f880b6073c87/ENCFF318NIH.bam	low read depth	insufficient read length		child_4_years
ENCFF891SDN	bam	bam		unfiltered alignments	hg19	ENCSR000EPZ	DNase-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour								DNA						2010-12-14	ENCODE		see document		2	2_1							/files/ENCFF001EIA/, /files/ENCFF549HLL/	1874963319	ENCODE Processing Pipeline	ffe43f18b3ca1224cbba4f09a79bbadc		https://www.encodeproject.org/files/ENCFF891SDN/@@download/ENCFF891SDN.bam				released	s3://encode-public/2017/09/27/1d100716-51e4-4335-a7c1-21006a7841ff/ENCFF891SDN.bam	low read depth	insufficient read length		child_4_years
ENCFF862WRG	bam	bam		alignments	hg19	ENCSR000EPZ	DNase-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour								DNA						2010-12-14	ENCODE		see document		2	2_1							/files/ENCFF891SDN/	1469185051	ENCODE Processing Pipeline	92bca5ace19500d4ca2e7d17b9a13da8		https://www.encodeproject.org/files/ENCFF862WRG/@@download/ENCFF862WRG.bam				released	s3://encode-public/2017/09/27/14a072bf-a7d0-4c63-a6e4-9f8eea80ae51/ENCFF862WRG.bam	low read depth	insufficient read length		child_4_years
ENCFF380PRH	bam	bam		unfiltered alignments	hg19	ENCSR000EPP	DNase-seq	CL:1001608	foreskin fibroblast	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF259ZIL/, /files/ENCFF354IWM/, /files/ENCFF018TSW/, /files/ENCFF551TTL/, /files/ENCFF001CAM/, /files/ENCFF001ECL/, /files/ENCFF001CAL/, /files/ENCFF001CAK/, /files/ENCFF549HLL/	17687190483	ENCODE Processing Pipeline	181b985cd7c5bbbd4a97ddca43fa32cf		https://www.encodeproject.org/files/ENCFF380PRH/@@download/ENCFF380PRH.bam				released	s3://encode-public/2018/05/07/a3923005-37cd-48cc-b0ab-63cb6a543320/ENCFF380PRH.bam	low read depth			newborn_nan
ENCFF929WLP	bam	bam		unfiltered alignments	hg19	ENCSR000EPP	DNase-seq	CL:1001608	foreskin fibroblast	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001ECM/, /files/ENCFF549HLL/	2077871146	ENCODE Processing Pipeline	fb9ea6c3f08a6109836c3c26f74d5e1e		https://www.encodeproject.org/files/ENCFF929WLP/@@download/ENCFF929WLP.bam				released	s3://encode-public/2018/05/07/4581cdc8-e904-4ee6-b5f3-bfe298be25c9/ENCFF929WLP.bam	low read depth			newborn_nan
ENCFF584ZGK	bam	bam		alignments	hg19	ENCSR000EPP	DNase-seq	CL:1001608	foreskin fibroblast	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF380PRH/	13823388401	ENCODE Processing Pipeline	7a6b06fc7d9f28ce402842b2450d9f64		https://www.encodeproject.org/files/ENCFF584ZGK/@@download/ENCFF584ZGK.bam				released	s3://encode-public/2018/05/07/9c764ca9-8bed-42c7-adc7-d1da9cdd6262/ENCFF584ZGK.bam	low read depth			newborn_nan
ENCFF996VUV	bam	bam		alignments	hg19	ENCSR000EPP	DNase-seq	CL:1001608	foreskin fibroblast	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF929WLP/	1645399969	ENCODE Processing Pipeline	33216f87da4973a4f1a4f9c051a244c1		https://www.encodeproject.org/files/ENCFF996VUV/@@download/ENCFF996VUV.bam				released	s3://encode-public/2018/05/07/ae6d5dc1-69e4-4925-b2b0-cfe8460544fc/ENCFF996VUV.bam	low read depth			newborn_nan
ENCFF915NVE	bam	bam		unfiltered alignments	hg19	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_1							/files/ENCFF000SPW/, /files/ENCFF549HLL/	561732141	ENCODE Processing Pipeline	0be00d13683fd1730a1b69a60a4758b7		https://www.encodeproject.org/files/ENCFF915NVE/@@download/ENCFF915NVE.bam				released	s3://encode-public/2017/10/05/a1c29ede-877c-444f-8b26-0394badb83c6/ENCFF915NVE.bam	low read depth, low spot score	insufficient read length		adult_31_years
ENCFF041CWE	bam	bam		unfiltered alignments	hg19	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_2							/files/ENCFF000SQC/, /files/ENCFF549HLL/	735118606	ENCODE Processing Pipeline	8462244c128396f07c80050f2aff2cb2		https://www.encodeproject.org/files/ENCFF041CWE/@@download/ENCFF041CWE.bam				released	s3://encode-public/2017/10/05/738931f4-eb7d-48d0-b2e4-5a93b0e50263/ENCFF041CWE.bam	low read depth, low spot score	insufficient read length		adult_31_years
ENCFF243UHM	bam	bam		unfiltered alignments	hg19	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_3							/files/ENCFF000SQH/, /files/ENCFF549HLL/	1433991999	ENCODE Processing Pipeline	b8c1ff1e00a386956e346b7834b9a727		https://www.encodeproject.org/files/ENCFF243UHM/@@download/ENCFF243UHM.bam				released	s3://encode-public/2017/10/05/e94eb3e5-7a0b-4b05-8833-35dce752a2be/ENCFF243UHM.bam	low read depth, low spot score	insufficient read length		adult_31_years
ENCFF867ALU	bam	bam		alignments	hg19	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_1, 1_2, 1_3							/files/ENCFF243UHM/, /files/ENCFF915NVE/, /files/ENCFF041CWE/	1814436043	ENCODE Processing Pipeline	25de8bda8f829bca4d458240c2978ee8		https://www.encodeproject.org/files/ENCFF867ALU/@@download/ENCFF867ALU.bam				released	s3://encode-public/2017/10/05/07deb965-1166-4246-a845-da223c76b437/ENCFF867ALU.bam	low read depth, low spot score	insufficient read length		adult_31_years
ENCFF082VAC	bam	bam		unfiltered alignments	hg19	ENCSR133SPH	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF181QVU/, /files/ENCFF549HLL/	1738726013	ENCODE Processing Pipeline	c24d08225744eb9d528a4192f15348fc		https://www.encodeproject.org/files/ENCFF082VAC/@@download/ENCFF082VAC.bam				released	s3://encode-public/2017/09/19/63fd5306-93bd-49cf-898d-ae41e07e2041/ENCFF082VAC.bam	low read depth, low spot score			embryonic_120_days
ENCFF791EAA	bam	bam		alignments	hg19	ENCSR133SPH	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF082VAC/	1411814016	ENCODE Processing Pipeline	bdcb0648b66160682ca8e3776f1ba96e		https://www.encodeproject.org/files/ENCFF791EAA/@@download/ENCFF791EAA.bam				released	s3://encode-public/2017/09/19/f848fc8e-965a-49f6-a8d7-fad6fae53f47/ENCFF791EAA.bam	low read depth, low spot score			embryonic_120_days
ENCFF582JWR	bam	bam		alignments	hg19	ENCSR000EMQ	DNase-seq	EFO:0002783	GM06990	cell line	Homo sapiens											DNA						2011-04-07	ENCODE		see document		1	1_1							/files/ENCFF021EXY/	5139390665	ENCODE Processing Pipeline	d3e245349b037f9031125bfc8612f3e8		https://www.encodeproject.org/files/ENCFF582JWR/@@download/ENCFF582JWR.bam				released	s3://encode-public/2017/09/27/a595ad53-b296-499a-8d41-041a3e7a205c/ENCFF582JWR.bam	low read depth	insufficient read length	extremely low read depth	
ENCFF021EXY	bam	bam		unfiltered alignments	hg19	ENCSR000EMQ	DNase-seq	EFO:0002783	GM06990	cell line	Homo sapiens											DNA						2011-04-07	ENCODE		see document		1	1_1							/files/ENCFF001AVI/, /files/ENCFF549HLL/	8615520388	ENCODE Processing Pipeline	e8cfcb6aa51c466a23bb4f07ceea4729		https://www.encodeproject.org/files/ENCFF021EXY/@@download/ENCFF021EXY.bam				released	s3://encode-public/2017/09/27/7f221212-94b5-4809-872a-f9474fda8588/ENCFF021EXY.bam	low read depth	insufficient read length	extremely low read depth	
ENCFF652NDY	bam	bam		unfiltered alignments	hg19	ENCSR000EMQ	DNase-seq	EFO:0002783	GM06990	cell line	Homo sapiens											DNA						2011-04-07	ENCODE		see document		2	2_1							/files/ENCFF001CTW/, /files/ENCFF549HLL/	3277871787	ENCODE Processing Pipeline	2b9d95c9773abc29b842bb342d87f41d		https://www.encodeproject.org/files/ENCFF652NDY/@@download/ENCFF652NDY.bam				released	s3://encode-public/2017/09/27/4a9100d2-d752-4cb5-b0f3-b8a863b6edbe/ENCFF652NDY.bam	low read depth	insufficient read length	extremely low read depth	
ENCFF055YVL	bam	bam		alignments	hg19	ENCSR000EMQ	DNase-seq	EFO:0002783	GM06990	cell line	Homo sapiens											DNA						2011-04-07	ENCODE		see document		2	2_1							/files/ENCFF652NDY/	1115734793	ENCODE Processing Pipeline	c71466e55cff32b9520bbd1d2a919ef6		https://www.encodeproject.org/files/ENCFF055YVL/@@download/ENCFF055YVL.bam				released	s3://encode-public/2017/09/27/5a2ca412-0ea7-456e-bcd8-ae280fc36d7a/ENCFF055YVL.bam	low read depth	insufficient read length	extremely low read depth	
ENCFF541KPH	bam	bam		unfiltered alignments	hg19	ENCSR000ENE	DNase-seq	CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001CYS/, /files/ENCFF549HLL/	2182820394	ENCODE Processing Pipeline	77f9410b4279f8784e693e3f30c22da9		https://www.encodeproject.org/files/ENCFF541KPH/@@download/ENCFF541KPH.bam				released	s3://encode-public/2017/09/05/c4e56c54-a92f-419a-98a9-c2ceb7ceb207/ENCFF541KPH.bam	low read depth			
ENCFF331PBE	bam	bam		unfiltered alignments	hg19	ENCSR000ENE	DNase-seq	CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001CYR/, /files/ENCFF549HLL/	1681634032	ENCODE Processing Pipeline	3594047d6eee01b2bd9e9b5cb4f708dd		https://www.encodeproject.org/files/ENCFF331PBE/@@download/ENCFF331PBE.bam				released	s3://encode-public/2017/09/06/3431e9c1-5be6-401b-a3b2-b89a9b96194f/ENCFF331PBE.bam	low read depth			
ENCFF643GBS	bam	bam		alignments	hg19	ENCSR000ENE	DNase-seq	CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF541KPH/	1761271862	ENCODE Processing Pipeline	5e2a9ff17dc8bb5e97feda46887c9919		https://www.encodeproject.org/files/ENCFF643GBS/@@download/ENCFF643GBS.bam				released	s3://encode-public/2017/09/06/fe0e3e67-da09-4f6f-9a7b-a82555b6797c/ENCFF643GBS.bam	low read depth			
ENCFF962RER	bam	bam		alignments	hg19	ENCSR000ENE	DNase-seq	CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF331PBE/	1373926129	ENCODE Processing Pipeline	4ba88f3e12eb7d10996db70cc53f64fb		https://www.encodeproject.org/files/ENCFF962RER/@@download/ENCFF962RER.bam				released	s3://encode-public/2017/09/06/dabda962-cd8d-46bd-b463-4ca3563d2e82/ENCFF962RER.bam	low read depth			
ENCFF335ALO	bam	bam		unfiltered alignments	hg19	ENCSR414ZUA	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF121RVB/, /files/ENCFF886RUH/, /files/ENCFF986GHD/, /files/ENCFF549HLL/	1754640224	ENCODE Processing Pipeline	7ca68ede3a2598bb3cedb62ed00fd1ae		https://www.encodeproject.org/files/ENCFF335ALO/@@download/ENCFF335ALO.bam				released	s3://encode-public/2017/09/19/62d93408-d10f-4448-863f-f2ea46d13cf3/ENCFF335ALO.bam	low read depth, low spot score			embryonic_108_days
ENCFF492PFH	bam	bam		alignments	hg19	ENCSR414ZUA	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF335ALO/	1282635489	ENCODE Processing Pipeline	248dde88e6c705624cb280a771ca65fc		https://www.encodeproject.org/files/ENCFF492PFH/@@download/ENCFF492PFH.bam				released	s3://encode-public/2017/09/19/506d32b4-28a2-4f6f-b89f-108b51a97ec5/ENCFF492PFH.bam	low read depth, low spot score			embryonic_108_days
ENCFF819RGL	bam	bam		unfiltered alignments	hg19	ENCSR047FNH	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF621VBU/, /files/ENCFF518XRO/, /files/ENCFF549HLL/	2603802233	ENCODE Processing Pipeline	6b62666e62a98d451a27ae84fded76b1		https://www.encodeproject.org/files/ENCFF819RGL/@@download/ENCFF819RGL.bam				released	s3://encode-public/2017/09/19/bdc78c3c-bc69-4d0d-9151-533728211f71/ENCFF819RGL.bam	low spot score			embryonic_113_days
ENCFF369DBF	bam	bam		alignments	hg19	ENCSR047FNH	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF819RGL/	2148026827	ENCODE Processing Pipeline	0ac793f21377229be691bce973362cdb		https://www.encodeproject.org/files/ENCFF369DBF/@@download/ENCFF369DBF.bam				released	s3://encode-public/2017/09/19/1f6c9566-0844-4189-8681-dba68a4c549e/ENCFF369DBF.bam	low spot score			embryonic_113_days
ENCFF612NEH	bam	bam		unfiltered alignments	hg19	ENCSR033DQS	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF667LLC/, /files/ENCFF018ZYC/, /files/ENCFF843QNZ/, /files/ENCFF549HLL/	1871183699	ENCODE Processing Pipeline	dbc2d65bc34796687922b7891f0abb90		https://www.encodeproject.org/files/ENCFF612NEH/@@download/ENCFF612NEH.bam				released	s3://encode-public/2017/09/19/c7bea38f-c18f-4ff6-a3b7-df9b68c78057/ENCFF612NEH.bam	low read depth, low spot score			embryonic_97_days
ENCFF904SUV	bam	bam		alignments	hg19	ENCSR033DQS	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF612NEH/	1477307917	ENCODE Processing Pipeline	f7ae155adb0cbeedc234088417b41c7f		https://www.encodeproject.org/files/ENCFF904SUV/@@download/ENCFF904SUV.bam				released	s3://encode-public/2017/09/19/4de324b0-b6cd-41c5-af8b-17abdc0fde54/ENCFF904SUV.bam	low read depth, low spot score			embryonic_97_days
ENCFF936ECB	bam	bam		unfiltered alignments	hg19	ENCSR000ENM	DNase-seq	EFO:0002824	HCT116	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001DCL/, /files/ENCFF549HLL/	1698053818	ENCODE Processing Pipeline	ced971753010f0f6f9f81d5ad7f035b6		https://www.encodeproject.org/files/ENCFF936ECB/@@download/ENCFF936ECB.bam				released	s3://encode-public/2017/09/05/e670c169-0e98-4e18-83e3-48db14c3cc26/ENCFF936ECB.bam	low read depth, low spot score			adult_48_years
ENCFF909AVK	bam	bam		unfiltered alignments	hg19	ENCSR000ENM	DNase-seq	EFO:0002824	HCT116	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001DCK/, /files/ENCFF549HLL/	1935054594	ENCODE Processing Pipeline	bbfa3302b97899d35aeb84be8c69bfe7		https://www.encodeproject.org/files/ENCFF909AVK/@@download/ENCFF909AVK.bam				released	s3://encode-public/2017/09/05/a1043f06-a2e9-423a-a20c-1fc84a8f3d8d/ENCFF909AVK.bam	low read depth, low spot score			adult_48_years
ENCFF291HHS	bam	bam		alignments	hg19	ENCSR000ENM	DNase-seq	EFO:0002824	HCT116	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF936ECB/	1287685513	ENCODE Processing Pipeline	df3d6b9065c40b7538d1ed43ff977902		https://www.encodeproject.org/files/ENCFF291HHS/@@download/ENCFF291HHS.bam				released	s3://encode-public/2017/09/05/cf042025-b443-4710-ae95-c560cb30b35e/ENCFF291HHS.bam	low read depth, low spot score			adult_48_years
ENCFF081DDV	bam	bam		alignments	hg19	ENCSR000ENM	DNase-seq	EFO:0002824	HCT116	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF909AVK/	1479546940	ENCODE Processing Pipeline	11a02d0dc80986ecef70c2c2b0eb1bda		https://www.encodeproject.org/files/ENCFF081DDV/@@download/ENCFF081DDV.bam				released	s3://encode-public/2017/09/05/8c0ccf47-85d5-43dc-98d3-2b908830e965/ENCFF081DDV.bam	low read depth, low spot score			adult_48_years
ENCFF757YRW	bam	bam		unfiltered alignments	hg19	ENCSR000EPK	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA						2011-10-19	ENCODE		see document		2	2_1							/files/ENCFF001DZH/, /files/ENCFF001DZG/, /files/ENCFF549HLL/	3716692886	ENCODE Processing Pipeline	74f8ce58a0f4a7d1c9965784cd637a25		https://www.encodeproject.org/files/ENCFF757YRW/@@download/ENCFF757YRW.bam				released	s3://encode-public/2017/09/27/5d3ececc-e9a6-49e6-95f2-f66c747507fa/ENCFF757YRW.bam				
ENCFF227VKS	bam	bam		alignments	hg19	ENCSR000EPK	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA						2011-10-19	ENCODE		see document		2	2_1							/files/ENCFF757YRW/	3024288178	ENCODE Processing Pipeline	7c1bca90ee832eb026e195004229ed87		https://www.encodeproject.org/files/ENCFF227VKS/@@download/ENCFF227VKS.bam				released	s3://encode-public/2017/09/27/9da374d5-cc02-4f75-9957-41c5c1abd29d/ENCFF227VKS.bam				
ENCFF451JVY	bam	bam		unfiltered alignments	hg19	ENCSR000EKP	DNase-seq	EFO:0002067	K562	cell line	Homo sapiens											DNA						2012-08-28	ENCODE		see document		1	1_2							/files/ENCFF000SWN/, /files/ENCFF549HLL/	8100054634	ENCODE Processing Pipeline	126424d4ef3291c01ee1f72008e36217		https://www.encodeproject.org/files/ENCFF451JVY/@@download/ENCFF451JVY.bam				released	s3://encode-public/2017/10/04/9b850ff8-dd3c-4fcb-a57e-5ae0c58b942d/ENCFF451JVY.bam	mixed read lengths, low spot score			adult_53_years
