Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_Accessibility bam	File accession_H3K27ac	File accession_H3K27ac bam	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth, low spot score	low read length	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000312	CL:0000312	keratinocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001ECX, ENCFF549HLL	ENCFF000CNL, ENCFF807MUK	ENCSR000EPQ	ENCSR000ALK	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF612SRN	ENCFF612SRN	ENCFF582URB	ENCFF582URB	hg19	https://www.encodeproject.org/files/ENCFF612SRN/@@download/ENCFF612SRN.bam	https://www.encodeproject.org/files/ENCFF582URB/@@download/ENCFF582URB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2367400564	498330399	2_1	2_1	0.0	0.0	4657182b692abc1235f64da362ab7153	3ffab46a12bc708d6af52d1f23fecf20	s3://encode-public/2017/09/05/36876c1b-732e-48e1-a71d-f9341a5e9ee5/ENCFF612SRN.bam	s3://encode-public/2017/04/04/87280359-ca19-4ea0-b6f3-71291d4122e7/ENCFF582URB.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth, low spot score	low read length	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000312	CL:0000312	keratinocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001ECX, ENCFF549HLL	ENCFF000CNN, ENCFF807MUK	ENCSR000EPQ	ENCSR000ALK	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF612SRN	ENCFF612SRN	ENCFF537VGH	ENCFF537VGH	hg19	https://www.encodeproject.org/files/ENCFF612SRN/@@download/ENCFF612SRN.bam	https://www.encodeproject.org/files/ENCFF537VGH/@@download/ENCFF537VGH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2367400564	1285283729	2_1	1_1	0.0	0.0	4657182b692abc1235f64da362ab7153	b49073a5a0868a510fbafe524ae15fff	s3://encode-public/2017/09/05/36876c1b-732e-48e1-a71d-f9341a5e9ee5/ENCFF612SRN.bam	s3://encode-public/2017/04/04/d071d65a-0b9a-4247-b3d4-fa3dda8aa42b/ENCFF537VGH.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	inconsistent ontology term	inconsistent ontology term	0.0	0.0	0.0	0.0	low spot score	low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000047	CL:0000047	neural stem progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF084HAF, ENCFF098KRD, ENCFF549HLL, ENCFF827HIG, ENCFF942ADO	ENCFF314JAW, ENCFF807MUK	ENCSR278FVO	ENCSR799SRL	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF541CGC	ENCFF541CGC_pooled	ENCFF508CXY	ENCFF508CXY	hg19	https://www.encodeproject.org/files/ENCFF541CGC/@@download/ENCFF541CGC.bam	https://www.encodeproject.org/files/ENCFF508CXY/@@download/ENCFF508CXY.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2224142252	2302835893	1_4	1_1	0.0	0.0	fe04ae76a72945f68b586e9a9b799f30	d5b4c3d517addc64f674d23a59b7a1fa	s3://encode-public/2017/10/03/8aceb7bf-e58e-4329-ae6c-606a53d5357d/ENCFF541CGC.bam	s3://encode-public/2016/12/19/59dd9686-e352-4440-9559-71a58a823bde/ENCFF508CXY.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	inconsistent ontology term	inconsistent ontology term	0.0	0.0	0.0	0.0	low spot score	low read length, inconsistent platforms	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000047	CL:0000047	neural stem progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF084HAF, ENCFF098KRD, ENCFF549HLL, ENCFF827HIG, ENCFF942ADO	ENCFF277BER, ENCFF807MUK	ENCSR278FVO	ENCSR799SRL	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF541CGC	ENCFF541CGC_pooled	ENCFF761CKM	ENCFF761CKM	hg19	https://www.encodeproject.org/files/ENCFF541CGC/@@download/ENCFF541CGC.bam	https://www.encodeproject.org/files/ENCFF761CKM/@@download/ENCFF761CKM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2224142252	1971358922	1_4	2_1	0.0	0.0	fe04ae76a72945f68b586e9a9b799f30	0e2b549ce16900976e45473b3c1733ba	s3://encode-public/2017/10/03/8aceb7bf-e58e-4329-ae6c-606a53d5357d/ENCFF541CGC.bam	s3://encode-public/2016/12/19/dee0a3e2-4065-4bad-8cf0-22ede0e8c3a7/ENCFF761CKM.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	inconsistent ontology term	inconsistent ontology term	0.0	0.0	0.0	0.0	low spot score	low read length, inconsistent platforms	1	3	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000047	CL:0000047	neural stem progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF084HAF, ENCFF098KRD, ENCFF549HLL, ENCFF827HIG, ENCFF942ADO	ENCFF279KNT, ENCFF807MUK	ENCSR278FVO	ENCSR799SRL	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF541CGC	ENCFF541CGC_pooled	ENCFF866ZOA	ENCFF866ZOA	hg19	https://www.encodeproject.org/files/ENCFF541CGC/@@download/ENCFF541CGC.bam	https://www.encodeproject.org/files/ENCFF866ZOA/@@download/ENCFF866ZOA.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2224142252	2502506311	1_4	3_1	0.0	0.0	fe04ae76a72945f68b586e9a9b799f30	7594efac1c3d0f3ce02808ef57c936fc	s3://encode-public/2017/10/03/8aceb7bf-e58e-4329-ae6c-606a53d5357d/ENCFF541CGC.bam	s3://encode-public/2016/12/19/7fe55b4d-6c0b-4005-a2c0-e7558e8192ae/ENCFF866ZOA.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read depth, moderate library complexity, inconsistent platforms, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001059	CL:0001059	common myeloid progenitor, CD34-positive	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF270ZPP, ENCFF331UYM, ENCFF467ADD, ENCFF482MFT, ENCFF549HLL, ENCFF570HNL, ENCFF673QOZ, ENCFF984KZE	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	ENCSR453EVC	ENCSR620AZM	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF732ZRV	ENCFF732ZRV_pooled	ENCFF212VHM	ENCFF212VHM	hg19	https://www.encodeproject.org/files/ENCFF732ZRV/@@download/ENCFF732ZRV.bam	https://www.encodeproject.org/files/ENCFF212VHM/@@download/ENCFF212VHM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	4188105709	1420957011	1_7	1_3	0.0	0.0	cd5c21f43e4c8e8070381b1a27e45fd8	6aa721c5fbe4d7506fc96aba3d23c7e7	s3://encode-public/2017/09/19/d2c71397-d690-4a08-9297-32764b333d91/ENCFF732ZRV.bam	s3://encode-public/2016/12/19/035f56eb-8df6-4542-9901-114507eea7e5/ENCFF212VHM.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking, insufficient read depth	low read depth	moderate library complexity, mild to moderate bottlenecking, low read length, inconsistent platforms	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001059	CL:0001059	common myeloid progenitor, CD34-positive	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF270ZPP, ENCFF331UYM, ENCFF467ADD, ENCFF482MFT, ENCFF549HLL, ENCFF570HNL, ENCFF673QOZ, ENCFF984KZE	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	ENCSR453EVC	ENCSR891KSP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF732ZRV	ENCFF732ZRV_pooled	ENCFF225YVB	ENCFF225YVB	hg19	https://www.encodeproject.org/files/ENCFF732ZRV/@@download/ENCFF732ZRV.bam	https://www.encodeproject.org/files/ENCFF225YVB/@@download/ENCFF225YVB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	4188105709	1294160990	1_7	2_1	0.0	0.0	cd5c21f43e4c8e8070381b1a27e45fd8	738e58334280c634f5a55deec5c34f05	s3://encode-public/2017/09/19/d2c71397-d690-4a08-9297-32764b333d91/ENCFF732ZRV.bam	s3://encode-public/2016/12/19/5c1e6861-9457-42ea-bda6-808c509db820/ENCFF225YVB.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read depth, moderate library complexity, inconsistent platforms, low read length, mild to moderate bottlenecking	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001059	CL:0001059	common myeloid progenitor, CD34-positive	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF164DKI, ENCFF549HLL, ENCFF776EIK	ENCFF141DLE, ENCFF807MUK, ENCFF882ANN, ENCFF913EAO	ENCSR122VUW	ENCSR620AZM	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF098LMK	ENCFF098LMK_pooled	ENCFF212VHM	ENCFF212VHM	hg19	https://www.encodeproject.org/files/ENCFF098LMK/@@download/ENCFF098LMK.bam	https://www.encodeproject.org/files/ENCFF212VHM/@@download/ENCFF212VHM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1753642166	1420957011	2_2	1_3	0.0	0.0	28846a4a3c7cd15dcf85c32dca948536	6aa721c5fbe4d7506fc96aba3d23c7e7	s3://encode-public/2017/10/05/5ccf108a-b584-4534-a0ec-ca54cc77e32e/ENCFF098LMK.bam	s3://encode-public/2016/12/19/035f56eb-8df6-4542-9901-114507eea7e5/ENCFF212VHM.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking, insufficient read depth	low read depth	moderate library complexity, mild to moderate bottlenecking, low read length, inconsistent platforms	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001059	CL:0001059	common myeloid progenitor, CD34-positive	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF164DKI, ENCFF549HLL, ENCFF776EIK	ENCFF730JFU, ENCFF790KKL, ENCFF807MUK, ENCFF931MHO	ENCSR122VUW	ENCSR891KSP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF098LMK	ENCFF098LMK_pooled	ENCFF225YVB	ENCFF225YVB	hg19	https://www.encodeproject.org/files/ENCFF098LMK/@@download/ENCFF098LMK.bam	https://www.encodeproject.org/files/ENCFF225YVB/@@download/ENCFF225YVB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1753642166	1294160990	2_2	2_1	0.0	0.0	28846a4a3c7cd15dcf85c32dca948536	738e58334280c634f5a55deec5c34f05	s3://encode-public/2017/10/05/5ccf108a-b584-4534-a0ec-ca54cc77e32e/ENCFF098LMK.bam	s3://encode-public/2016/12/19/5c1e6861-9457-42ea-bda6-808c509db820/ENCFF225YVB.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read depth, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000236	CL:0000236	B cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF431JPD, ENCFF541ZNP, ENCFF549HLL	ENCFF807MUK, ENCFF861JPC, ENCFF995OBQ	ENCSR891VOV	ENCSR191ZQT	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF931KLL	ENCFF931KLL_pooled	ENCFF297FHV	ENCFF297FHV	hg19	https://www.encodeproject.org/files/ENCFF931KLL/@@download/ENCFF931KLL.bam	https://www.encodeproject.org/files/ENCFF297FHV/@@download/ENCFF297FHV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1318669364	1688773765	1_2	1_2	0.0	0.0	85ce7f52effb015d3e9af724ec0df04e	cf848ee689a7d5d8a6f695b9348fc2dd	s3://encode-public/2017/09/19/f97bcc34-22bb-47d5-b554-9ba49a66354c/ENCFF931KLL.bam	s3://encode-public/2016/12/19/34a28679-7734-4a1d-8281-81c983ea7b41/ENCFF297FHV.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	moderate library complexity, low read length, mild to moderate bottlenecking	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000236	CL:0000236	B cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF431JPD, ENCFF541ZNP, ENCFF549HLL	ENCFF000ANV, ENCFF807MUK	ENCSR891VOV	ENCSR000AUP	2013-07-31	2012-08-06	0.0	H3K27ac-human	released	released	ENCFF931KLL	ENCFF931KLL_pooled	ENCFF753OFQ	ENCFF753OFQ	hg19	https://www.encodeproject.org/files/ENCFF931KLL/@@download/ENCFF931KLL.bam	https://www.encodeproject.org/files/ENCFF753OFQ/@@download/ENCFF753OFQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1318669364	3351323759	1_2	2_1	0.0	0.0	85ce7f52effb015d3e9af724ec0df04e	203bc1afcb184e6618a6d357a7941600	s3://encode-public/2017/09/19/f97bcc34-22bb-47d5-b554-9ba49a66354c/ENCFF931KLL.bam	s3://encode-public/2017/04/12/0029467a-e67b-46a6-af44-5f13aa9e6524/ENCFF753OFQ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read depth, low read length, mild to moderate bottlenecking	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000236	CL:0000236	B cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001CQF, ENCFF001CQG, ENCFF549HLL	ENCFF807MUK, ENCFF861JPC, ENCFF995OBQ	ENCSR000EMJ	ENCSR191ZQT	2011-10-19	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF413KZU	ENCFF413KZU	ENCFF297FHV	ENCFF297FHV_pooled	hg19	https://www.encodeproject.org/files/ENCFF413KZU/@@download/ENCFF413KZU.bam	https://www.encodeproject.org/files/ENCFF297FHV/@@download/ENCFF297FHV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1797777080	1688773765	2_1	1_2	0.0	0.0	f4449fac5195465575703565c13d044c	cf848ee689a7d5d8a6f695b9348fc2dd	s3://encode-public/2018/05/07/39c72e72-8127-4a80-81b3-1cef26df9740/ENCFF413KZU.bam	s3://encode-public/2016/12/19/34a28679-7734-4a1d-8281-81c983ea7b41/ENCFF297FHV.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	moderate library complexity, low read length, mild to moderate bottlenecking	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000236	CL:0000236	B cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001CQF, ENCFF001CQG, ENCFF549HLL	ENCFF000ANV, ENCFF807MUK	ENCSR000EMJ	ENCSR000AUP	2011-10-19	2012-08-06	0.0	H3K27ac-human	released	released	ENCFF413KZU	ENCFF413KZU	ENCFF753OFQ	ENCFF753OFQ	hg19	https://www.encodeproject.org/files/ENCFF413KZU/@@download/ENCFF413KZU.bam	https://www.encodeproject.org/files/ENCFF753OFQ/@@download/ENCFF753OFQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1797777080	3351323759	2_1	2_1	0.0	0.0	f4449fac5195465575703565c13d044c	203bc1afcb184e6618a6d357a7941600	s3://encode-public/2018/05/07/39c72e72-8127-4a80-81b3-1cef26df9740/ENCFF413KZU.bam	s3://encode-public/2017/04/12/0029467a-e67b-46a6-af44-5f13aa9e6524/ENCFF753OFQ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF002SGY, ENCFF168RHT, ENCFF296PIU, ENCFF549HLL, ENCFF652RZI, ENCFF661NMZ, ENCFF872NWL	ENCFF697BQR, ENCFF807MUK	ENCSR597NVK	ENCSR094VJC	2017-10-01	2016-08-09	0.0	H3K27ac-human	released	released	ENCFF241DIK	ENCFF241DIK_pooled	ENCFF727XGJ	ENCFF727XGJ	hg19	https://www.encodeproject.org/files/ENCFF241DIK/@@download/ENCFF241DIK.bam	https://www.encodeproject.org/files/ENCFF727XGJ/@@download/ENCFF727XGJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	12651541312	1661018196	1_1	1_1	0.0	0.0	1384e7dfb65c787cb0e378873a9e3a6b	c7c899b29223afdb0ffb7dd0f17149f2	s3://encode-public/2017/09/19/3fbff4f9-dab6-4c0a-bc3d-417c09cb9249/ENCFF241DIK.bam	s3://encode-public/2016/10/26/73819421-a486-4aee-9ee2-435c5f6348fd/ENCFF727XGJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	biological replicates with identical biosample	0.0	0.0	low spot score	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF002SGY, ENCFF168RHT, ENCFF296PIU, ENCFF549HLL, ENCFF652RZI, ENCFF661NMZ, ENCFF872NWL	ENCFF215HBL, ENCFF807MUK	ENCSR597NVK	ENCSR177QFY	2017-10-01	2016-10-24	0.0	H3K27ac-human	released	released	ENCFF241DIK	ENCFF241DIK_pooled	ENCFF975XPS	ENCFF975XPS	hg19	https://www.encodeproject.org/files/ENCFF241DIK/@@download/ENCFF241DIK.bam	https://www.encodeproject.org/files/ENCFF975XPS/@@download/ENCFF975XPS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	12651541312	1683840318	1_1	2_1	0.0	0.0	1384e7dfb65c787cb0e378873a9e3a6b	a6683807a787ce1ad0ae607a094c8fb9	s3://encode-public/2017/09/19/3fbff4f9-dab6-4c0a-bc3d-417c09cb9249/ENCFF241DIK.bam	s3://encode-public/2016/10/26/93b36371-39e0-4100-85e4-f0ed6d378257/ENCFF975XPS.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	0.0	low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0001159	UBERON:0001159	sigmoid colon	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF059PYS, ENCFF255JSR, ENCFF270DKA, ENCFF549HLL, ENCFF683OIU	ENCFF690WBN, ENCFF807MUK	ENCSR276ITP	ENCSR213SMK	2019-11-08	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF983AAB	ENCFF983AAB	ENCFF513EGS	ENCFF513EGS	hg19	https://www.encodeproject.org/files/ENCFF983AAB/@@download/ENCFF983AAB.bam	https://www.encodeproject.org/files/ENCFF513EGS/@@download/ENCFF513EGS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	12927382627	1969634005	1_1	1_1	0.0	0.0	dc546c54b224afef25af59163b8f0afa	6344140012f026e1722683fd9fed028b	s3://encode-public/2019/09/06/118fdd22-3562-482b-9998-2e45d1065529/ENCFF983AAB.bam	s3://encode-public/2017/05/09/68bd28dd-12dc-4ab2-b274-b408de34465d/ENCFF513EGS.bam
